id,name,description,req_desc,ability_req,abil_req_val,skill_req,skill_req_val,feat_cat_req,pow_abil_req,mart_abil_req,pow_prof_req,mart_prof_req,speed_req,feat_lvl,lvl_req,uses_per_rec,rec_period,category,ability,tags,char_feat,state_feat
125,Commune with Nature,"You may spend 10 minutes connecting with the natural world around you. Plants and animals within 5 kilometers reveal information about the surrounding area, such as potential outcroppings, settlements, ruins, caves, and general wildlife.",,,,,,,,,,,,1,10,,,Utility,,Commune with Nature,true,false
126,Concave of Clarity,"As a basic action, you may end all effects caused by Powers within 6 spaces of yourself.",,,,,,,,,,,,1,16,3,Full,Utility,,Power,true,false
127,Confident Prowess,"While attempting to charm, persuade, or convince someone of your capability (real or not) to accomplish a task, you may add your Strength to any rolls or scores involved.",,,,,,,,,,,,1,,,,Utility,Strength,"Charm,Persuade,Convince,",true,false
128,Connected Insight,"When a creature has been affected by a Power you used for 3 or more rounds, you may learn of its resistances, vulnerabilities, and skills.",,,,,,,,,,,,1,,,,Utility,,"Power,Information Gathering,",true,false
129,Countercharm,"When a creature within 12 spaces would fail a defense roll/score to resist becoming charmed or frightened, you may use a quick reaction to grant them a bonus to that roll/score equal to your Charisma. You may only do this once per turn.",,,,,,,,,,,,1,,5,Partial,Support,Charisma,"Quick Reaction,Charm Resistance,Frighten Resistance,",true,false
130,Crippling Specialist,"Increase the potency of techniques applying the Slowed, Dazed, or Prone conditions by +2.",,,,,,,,,,,,1,,,,Control,,"Technique,Slow,",false,false
131,Crippling Strike,"After hitting a target with a technique, you may choose to spend 1 Energy to apply Slowed 1. You may choose to increase this for each 1 Energy spent, increasing the level of Slowed to a maximum of Slowed 3 from this feat. If the technique already applies Slowed, increase it's level instead.",,,,,,,,,,2,,1,,3,Partial,Control,,"Technique,Slow,Spend Energy,",false,false
132,Critical Advance,"When you achieve a critical hit, you may immediately move up to half of your Speed for free.",,Agility,2,,,,,,,,6,1,,,,Movement,Agility,"Speed Increase,Critical Hit,",false,false
133,Cunning Salesman,"When haggling prices, add your Appraise Skill Ability to the Deceive roll.",,,,"Deceive, Appraise",,,,,,,,1,,,,Utility,Charisma/Acuity/ Intelligence,"Deception,Skill",true,false
134,Cutting Remark,"When a creature you can see within 12 spaces succeeds on a roll or deals damage, you may use a quick reaction to roll 1d6 and reduce the target's roll by that amount, potentially changing the outcome.",,Charisma,3,,,,,,,,,1,,3,Partial,Defensive,Charisma,"Debuff,Support,Reaction,",false,false
135,Dance Virtuoso,"When you make a Entertain skill roll using Agility, you treat any failure as one degree of success higher, potentially turning a failure into a success.",,,,Entertain,,,,,,,,1,,,,Utility,,Dance,true,false
136,Danger Sense,Outside of combat increase your Reflex by +2 against effects that you can see.,,,,,,,,,,,,1,,,,Defensive,,Reflexes,true,false
137,Dark Blessing,"When you cause a creature to fall to 0 or less Health, you overheal an amount equal to half of your level.",,,,,,,,,,,,1,,,,Utility,,Overheal,false,false
138,Dark Blessing II,"When you cause a creature to fall to 0 or less Health, you overheal an amount equal to half of your level plus your archetype ability. You gain this same effect when any enemy within 2 spaces of you is reduced to 0 Health or less. You can only benefit from either of these effects once per enemy.",,,,,,,,,,,,2,4,,,Utility,,Overheal,false,false
139,Dark Blessing III,"When you cause a creature to fall to 0 or less Health, you overheal an amount equal to your level plus your archetype ability. You gain this same effect when any enemy within 2 spaces of you is reduced to 0 Health or less. You can only benefit from either of these effects once per enemy.",,,,,,,,,,,,3,6,,,Utility,,Overheal,false,false
140,Darkvision,"You can see in darkness out to 6 spaces in shades of gray, and out to 12 spaces with 1 level of obscurity in shades of gray. If you have darkvision from your species, this feat increases the range of that vision by 6 spaces.",,,,,,,,,,,,1,,,,Utility,,Darkvision,true,false
141,Deadly Strike,"When you attack a creature that hasn't had a turn in combat, you double the damage of the attack.",,,,,,,,,,,,1,,,,Offensive,,"First Strike,Damage Increase,",false,false
142,Death Bomb,"When you reduce a creature to 0 or less health with an attack, you may cause a 3-space-long cone facing away to explode, dealing damage equal to double either your Power or Martial Bonus as fire damage.","At least one power, property, feat, or trait that allows for dealing fire damage.",,,,,,,,,,,1,,3,Partial,Offensive,,"Finishing Blow,Fire Damage,",false,false
143,Death Dodgin’,"While in Terminal, increase your Evasion by +1/4 of your Agility.",,Agility,3,,,,,,,,,1,,,,Defensive,Agility,"Evasion Increase,Terminal,",false,false
144,Death Dodgin’ II,"While in Terminal, increase your Evasion by +1/2 of your Agility.",,Agility,3,,,,,,,,,2,4,,,Defensive,Agility,"Evasion Increase,Terminal,",false,false
145,Death Dodgin' III,"While in Terminal, increase your Evasion by your Agility.",,Agility,4,,,agility,,,,,,3,10,,,Defensive,Agility,"Evasion Increase,Terminal,",false,false
146,Debilitating Strikes,Increase the Potency of techniques applying only the Weakened effect by +1.,,,,,,,,,,,,1,,,,Control,,"Technique,Weakened,",false,false
147,Decipher,"You can spend time trying to make out the meaning of a code, riddle, or unknown language. Spending at least 10 minutes, you may make the appropriate Intelligence skill roll, and upon success, understand the fundamentals of the message. Each additional 10 minutes spent grants you +1 to this roll.",Proficiency in at least 2 intelligence skills,Intelligence,2,,,,,,,,,1,,,,Utility,Intelligence,"Code,Riddle,Language,",true,false
148,Defended,"Whenever you spend skill points to gain a defense, you may spend 3 skill points to gain 2 to that defense instead. When you take this feat, regain 1 skill point for each defense for every 2 allocated to it. Increasing a defense from an odd number to an even number only requires 1 skill point.",,,,,,,,,,,,1,,,,Utility,,"Skill Points,Defense Increase,",false,false
149,Defense Breaker,"When you use a power that targets a defense, you may increase the Potency or Attack roll of that power by +2.",,,,,,,,,,,,1,,2,Full,Utility,,"Power,Potency Increase,",false,false
150,Defy Death,"While you are in the dying condition, you only take half damage from the dying damage rolls. If you roll a 1 on any dying dice, you can remove that die from your dying dice. If there are ever 0 dying dice remaining, then you are stable.",,,,,,,,,,,,1,,,,Utility,,Dying Condition,false,false
151,Determined Fighter,"Once per combat, when you start your turn, you may choose to gain a Determination Die or grant it to another ally who can see or hear you within 12 spaces.",,,,,,,,,,,,1,,,,Utility,,"Heroic Determination,Ally,",false,false
152,Die Hard,"If you would drop to or below 0 Health, instead set your Health equal to your Vitality.",,Vitality,3,,,,,,,,,1,,1,Full,Utility,,Health,false,false
153,Direct Hit,"You may choose to increase the Energy cost of a power or technique before using it to increase the damage by +1 true damage, up to a maximum of +5. At an energy cost of 1 energy per 1 damage.",,,,,,,,,,,,1,,3,Partial,Offensive,,"Technique,Damage Increase,Spend Energy,",false,false
154,Distant Caster,"The range of your innate powers with the ""range"" part is doubled. In addition, you may spend a use of this feat to temporarily double the range of a non-innate power that has the ""range"" part upon using it.",,,,,,,,,,,,1,,4,Partial,Utility,,"Innate Power,Range Increase,",false,false
155,Distant Power,"When you use a power with a range grater than 1 space or melee, you may double that power's range. If the power is melee range, you can instead make its range 6 spaces.",,,,,,,,,1,,,1,,3,Full,Utility,,"Power,Range Increase,",false,false
156,Divine Fury,"When you damage a target the first time on a turn with a weapon or unarmed prowess attack, you may deal an extra 1d4 spiritual, light, dark, or necrotic damage. Your state ends if you do not attack a target each round.",,,,,,,,,,,,1,,,,Offensive,,"State,Melee Weapon,Unarmed Prowess,Damage Bonus",false,true
157,Divine Inspiration,"When you make an Intelligence skill roll, you may add your Charisma to the roll as well.",,Charisma,2,,,,,,,,,1,,4,Partial,Utility,Charisma/Intelligence,Intelligence Skill,true,false
158,Divine Sense,"Choose 3 creature types. As a quick action, you can sense those creature types, which type they are, and their general number/direction if they're within 60 spaces. This effect persists for 10 minutes or until you enter the dying condition or choose to end it.",,,,,,,,,,,,1,,2,Partial,Utility,,Divine Sense,true,false
159,Divine Sense II,"Choose 4 creature types. As a quick action, you can sense those creature types, which type they are, and their general number/direction if they're within 120 spaces. This effect persists for 1 hour or until you enter the dying condition or choose to end it.",,,,,,,,,,,,2,4,3,Partial,Utility,,Divine Sense,true,false
160,Divine Strikes,"Once each round, when you deal damage with a weapon attack, you may add +2 spiritual, or necrotic damage to the attack.",Power Proficiency of at least 1 and/or at least 1 Power Feat,,,,,,,,,,,1,,,,Offensive,,"Melee Weapon,Light Damage,Dark Damage,Spiritual Damage",false,false
161,Divine Strikes II,"Once each round, when you deal damage with a weapon attack, you may add +4 light, dark, spiritual, or necrotic damage to the attack.",Power Proficiency of at least 1 and/or at least 2 Power Feats,,,,,,,,,,,2,4,,,Offensive,,"Melee Weapon,Light Damage,Dark Damage,Spiritual Damage",false,false
162,Divine Strikes III,"Once each round, when you deal damage with a weapon attack, you may add +8 light, dark, spiritual, or necrotic damage to the attack.",Power Proficiency of at least 2 and/or at least 3 Power Feats,,,,,,,,,,,3,6,,,Offensive,,"Melee Weapon,Light Damage,Dark Damage,Spiritual Damage",false,false
163,Dodging,You may take the Dodge reaction as a free reaction once each round.,,,,,,,,,,,,1,,,,Defensive,,Dodge,false,false
164,Dodging Flow,"When you take the Dodge reaction you gain an additional +1 to your Evasion for that attack. Each time you take the Dodge reaction after the first, gain +2 to your Evasion instead.",,,,,,,,,,,,1,,,,Defensive,,Dodge,false,false
165,Reactive,"Each time you take a reaction after the second time in a round, reduce the additional Reaction's Action Point costs by 1 each.",,,,,,,,,,,,1,,,,Utility,,Reaction,false,false
166,Reactive II,"Each time you take a reaction after the first time in a round, reduce the additional Reaction's Action Point costs by 1 each.",,,,,,,,,,,,2,4,,,Utility,,Reaction,false,false
167,Reactive State,Reduce the AP cost of all reactions by 1.,,,,,,,,,,,,1,,,,Utility,,Reaction,false,true
168,Reactive Flow,Each time you take a reaction increase your Evasion by 1 until the beginning of your turn.,,,,,,,,,,,,1,3,,,Utility,,Reaction,false,false
169,Dreadful Step,"When you teleport, each creature within 1 space of where you teleport to must roll Mental Fortitude against your Potency or take 1d10 psychic damage. This effect does not occur outside of combat.",,,,,,,,,,,,1,,,,Offensive,,"Teleport,Psychic Damage,",false,false
170,Dual Wielder,"While wielding two weapons with the Interchangeable property, add 1/2 of your relevant ability to the damage with the off-hand weapon attack",,,,,,,,,,,,1,,,,Offensive,,"Interchangeable,Weapon,Attack Roll Increase,",false,false
171,Duck & Weave,Increase your Agility by +1 for every two enemies in your Melee Range. This increased Agility does not increase Speed.,,Agility,2,,,,,,,,,1,,,,Ability Increase,Agility,"Melee,Enemy Count,",false,false
172,Dueling,"When you are wielding a melee weapon in one hand and nothing in the other, increase your Attack rolls, but not damage, with that weapon by +2.",,,,,,,,,,,,1,,,,Offensive,,"Weapon,Attack Roll Increase,Melee,",false,false
173,Duplicity,"As a quick action, you may create an illusion of yourself in an unoccupied space within 6 spaces that you can see. This illusion is intangible and can be passed through by objects or creatures; it also mimics your body language exactly. You may use powers and attack as if you were in the illusion's space and not your own. While you are within one space of your illusion, you gain +2 to attack rolls against creatures within one space of both you and your illusion if the target relies on sight. As a quick action, you may move the illusion 6 spaces as long as it remains within 24 spaces of you. This persists for one minute, until you dispel it, or until you enter the dying condition.",,,,,,,,,1,,,1,,2,Partial,Utility,,Illusion,false,false
